testFile,testCaseId
snad.pl,9.9.9.9.9
master.pl,4.3.3.1.7
master.pl,4.3.5.1.2CEUP
master.pl,4.3.5.1.2CEUC
master.pl,4.3.5.1.6DEUC
master.pl,4.3.5.1.7
master.pl,4.3.5.1.19
master.pl,4.3.1.1.22
master.pl,4.3.3.1.31
master.pl,4.3.1.1.22P
master.pl,4.3.3.1.31P
master.pl,0.0.0.0.0CLEAN
snad.pl,8.8.8.8.8
